,sentences,0
924,i get a ton of compliments on its size and speaking as someone who regularly commutes on a bus i can attest to the fact that this is the perfect size computer if youre restricted to the width of your body for computing room,0
925,it takes me approximately # tries to get to each site then after closing the browser and reopening it it actually works,2
926,easy to carry can be taken anywhere can be hooked up to printersheadsets,0
927,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard,1
928,when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again everything from programs and drivers failing again to it powering off for no reason to locking up and freezing and just all sorts of issues,1
929,love that it doesnt take up space like a regular computer,0
930,asked the customer service rep,2
931,so i took it back to the apple store and they narcissist genius bar staff fixed it by resetting the fan at boot up,1
932,just keep in mind the graphics is not dedicated so loading the movie almost took a minute but it ran fairly smooth for a nondedicated graphics card,2
933,needs power and mouse cable to plug in back instead of side in the way of operating a mouse in small area,1
934,# ram slots # hdd bays #gb ram support no wireless issues at least for me,0
935,i agree with the previous comment that asus tech support is horrible which is a con in my opinion,1
936,in fact somehow and i never opened it up some specks of dust or something got inside the screen and are now there permanently behind the front of the screen in the way of the display,1
937,the mouse on the pad the left button always sticks,1
938,  i have tried to charge on different batteries with no luck,1
939,i would recommend this computer to anyone searching for the perfect laptop and the battery life is amazing,0
940,we use the built in tools often itunes is open nearly every day and works great with my iphone,0
941,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming,0
942,true quality at a great price,0
943,not easy to carry,1
944,the programs that come standard with the leopard running system are enough for the average person to run all the basics,0
945,so what am i supposed to do  the lg service center cannot provide me the service when it is called the service center,1
946,the material this pro is made out of seems a lot nicer than any pc  specs like i said this performs a lot better than any computer ive had in the past,0
947,after doing extensive research macconnection had the lowest price on the # mbp i#,0
948,i am addicted to photo booth,0
949,the operating system and user interface is very intuitive and the large multitouch track pad is amazing,0
950,hard disk  the new editions gives you more hard disk space #gb instead of #gb but time has taught me never to trust an internal hard disk,0
951,it is extremely portable and easily connects to wifi at the library and elsewhere,0
952,first things first macbook pro has many applications to make life easier unlike the windows computers,2
953,and the screen on this thing is absolutely amazing for high quality videos and movies and gaming,0
954,  i considered i may have too much on the computer but after looking there was plenty of space and that is not the issue,0
955,i dont use my laptop in a way though that needs a long battery life so its perfect for me,2
956,  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes,1
957,summary ive had this laptop for # months out of the blue the power adapter stops working,1
958,i saw walmart had the same computer for about # but still knowing what i know nowi would not buy it at that price,1
959,of course for a student weight is always an issue,2
960,now mainboard is broken have to wait for a new one,1
961,the speed difference is next to nothing for a mac and the hard drive can be manually upgraded or you could just buy a # #gb external hard drive,1
962,#the wireless card is low quality,1
963,they also use two totally different operating systems,2
964,they are about the same size keys,2
965,i wasnt really as concerned about portability its a very large laptop but its not hard to move around or take on a trip which was a pleasant surprise,2
966,the people are frustrating to work with the product itself is very cheaply made and the accessories are less than satisfactory,1
967,they offer the best warranty in the business and dont #rd party it out like toshiba,0
968,the only problems are the sound isnt very loud i have to wear headphones,1
969,again windows based machines were not giving me anything to work with,1
970,everything about a mac is wonderful it takes a little used to learning and getting used to the new system but you will learn fast and its all worth it,2
971,i love the size of the computer since i play games on it,0
972,you know using the computer should be fun not aggrevation especially when you are playing games or working with photos,2
973,there are no viruses or spyware to worry about like on a windows computer,1
974,to be honest i think it was faulty equipment or something but idk,1
975,i also love the small convenient size of my laptop making it a perfect tool for my academic studies,0
976,i love its solid build light wt and excellent battery life for now,0
977,while about # years ago i hope that the quality has changed,1
978,the difference is its a whole lot of fun using the laptop now still learning the apple navigation but is fun and comes with a lot of cool apps,0
979,i propose that i can just swap the hard drives,2
980,the battery holds up well its built very solidly and runs fast,0
981,sound card is limited though,1
982,this is a nicely sized laptop with lots of processing power and long battery life,0
983,  the only thing i can imagine is that sony jumped on early specifications for vista requirements from microsoft and designed it to those inadequate requirements,1
984,the keyboard which generally felt okay even for someone used to a desktop keyboard now looks terrible,2
985,the display is awesome,0
986,the mouse is a little bit different than what youre used to though it has one big flat panel and one full bar instead of two separate ones to click with but you get used to it quite quickly,2
987,it took several weeks just to get them to acknowledge that i owned the warranty,1
988,the keyboard is like no other laptop keyboard,2
989,computer crashed frequently and battery life decreased very quickly,1
990,i propose that they can just swap the hard drives,2
991,every driver on the driversapplications dvd is everything you will need for a reload,0
992,i called their repair depot as was told they would send me a new box to return the computer to the repair depot,2
993,its also fairly easy to use the operating system,0
994,i know that asus is known for making motherboards but this is the worst computer experience that i have ever had,2
995,we figure that after everything his pc actually ended up costing # more than my original mac,1
996,so having the ac plug go out on me and get lose or i could actually here it inside my computer on two of the three times is not good,1
997,peformance is good for the price,0
998,the computer is currently in west verginia doe to the method of shipping choosen by toshiba,1
999,summary hp knew they were shipping out bad bios and did nothing proactive to resolve it,1
1000,i had # months when the ports started going out,1
1001,the improvements to the os have been relatively gradual but substantive,0
1002,it is super easy to use,0
1003,many of my classmates computers hard drives crashed,1
1004,ease of use is just one of the benefits i love about my mac,0
1005,i wouldnt play a firstperson shooter with this mind but if you wanted to run ms office email chat download a video listen to music from a certain fruitnamed music store and were looking for a highly portable yet powerful netbook to do that all in id highly recommend checking this out,2
1006,the # macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product,0
1007,the sheer power and flexibility makes the macbook pro a must have for any techie,0
1008,the notebook is lacking a hdmi port and a svideo port that would enable one to hook it to a tv,1
1009,the speakers on it are useless too,1
1010,battery is lasting about # hours as i am surfing the web on sundays while checking football scores and watching funny youtube videos,2
1011,iphoto is great for adding pictures right to facebook and other social networking sites,0
1012,in early may i got it back and this time i only had it back for # day before it had a new issue so it was sent back in for the #th time they expedited the repairs so i was only supposed to have to be without it for # days and it was supposed to be fixed by a senior tech,1
1013,some features arent friendly  volume wheel sound quality etc,1
1014,a cheaper price should not equal a cheap product,0
1015,i think the manual is somewhere on the hard drive but i rather have a hard copy,2
1016,thank you best buy for putting my computer together and installing my first software  you guys were great too,2
1017,adjust the sensitivity since its not that responsive to begin with,1
1018,after a couple of years my battery life began to diminish but was replaced for free due to a companywide recall of my particular battery,1
1019,the system constantly overheats the battery life is too short the case is coming apart and my core applications that i use every day in my work as a graphic artist run poorly,1
1020,  later it held zero charge and its replacement worked for less than three months,1
1021,  the company sent me a whole new cord overnight and apologized,0
1022,its even easy to hook up to other wireless networks,0
1023,  also i have had alot of trouble with the shift key to go to other lines,1
1024,the rep did not even answer my question i had to ask him if he understood what i ask or if he spoke english because he didnt even try to acknowledge my question,1
1025,it gives me the power and speed that i need to run all the programs i use to edit,0
1026,ilife is easily compatible with microsoft office so you can send and receive files from a pc,0
1027,as a computer science student in college i find that the portability longevity and ease of use of this computer make me shockingly want to do homework more,0
1028,  again i sent it back and they replaced the motherboard and some fan inside,2
1029,fully charged the macbook pro can last about five hours unplugged,0
1030,even though it is much more expensive than many pc laptops it is worth the price,2
1031,i know there are way better laptops out there for the same price and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls,2
1032,for me keys were starting to get stuck and wouldnt type very well,1
1033,cant reinstall with standard os cd because of proprietary hardware drivers,1
1034,there is a small red circle next to it with a x in the middle and when i click on it it says  consider replacing your battery and it does not hold full charge,1
1035,the computer was two weeks late in delivery because hp forgot to complete the required import paperwork,1
1036,the first programm i switched on was a game for my children,2
1037,i have been very pleased with the performance of this laptop,0
1038,i bought it for my mom and she reports that the battery life lasts all day for her its very lightweight and the response for the computing shes doing internet focused activity mail research etc is excellent,0
1039,its very nice and once you learn the features you will be so happy to have such a sophisticated computer,2
1040,it is sleek and lightweight and charges quickly when needed,0
1041,also you may need to charge it once a day if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it,0
1042, the ibook backup also uses a firewire connection,2
1043,i did think it had a camera because that was one of my requirements but forgot to check in the specifications on this one before i purchased,2
1044,also the display is exceptional,0
1045,the computer was shipped to their repair depot  on june # and returned on july # seems like a short turn around time except the computer was not repaired when it was returned,2
1046,learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on windows machines,0
1047,little short on ram but you get what you pay for,1
1048,it didnt come with any software installed outside of windows media but for the price i was very pleased with the condition and the overall product,2
1049,then one month after the warranty expired the replacement charger went,1
1050,i love a pc but i was ready for a change and tired of the windows system,1
1051,your cursor will end up all over the freaking placeits not uncommon for me to accidentally delete words sentences paragraphs because of this mousepad,1
1052,other installed features such as certain printer software are also most attractive,0
1053,i work in film editing and post production so i need a laptop that not only has power but memory and speed as well,2
1054,it had a seventeen inch screen which i wanted but i didnt realize at the time it would be such a monster,2
1055,even doing so the hinge may just be slightly tightened only,2
1056,company provides ups shipping fast great,0
1057,i would tell the technician i knew exactly what was wrong with it but they did not listen and i had to go through a bunch of junk to get them to tell me i needed to send the computer in,1
1058,  then ive fixed the dc jack inside the unit rewired the dc jack to the outside of the laptop replaced the power brick,2
1059,it is easy to use has great screen quality and every so light weight,0
1060,great product very easy to use and great graphics,0
1061,the ilife software that comes with the computer is so simple to use and produces a great finished product,0
1062,the builtin webcam is great for skype and similar videochat services,0
1063,the shop will definitely push the problem to the service center,2
1064,pc users work in word while mac users work in pages,2
1065,while i mostly use it for email internet and gaming im confident all other applications live up to the high standard ive come to appreciate from mac laptops,0
1066,this laptop looks great on the surface # inch screen good  pricepoint nice appearance boots up quickly runs fast etc,0
1067,the apple systems are over priced luxurys that arnt worth what they are being charged for this models specifications are far from being impressive and they only thing you get out of this is the apple name,1
1068,pros  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so,0
1069,disappointing for such a lovely screen and at a reasonable price,0
1070,the only bad thing about it is they give you the worst batteries possible,1
1071,good price,0
1072, the motherboard is dead ,1
1073,the speed is fine,0
1074,hmmm  that high failure rate sure isnt reflected in the retail price,1
1075,it was not clear that the microsoft student edition that was loaded on the computer was a six month trial,1
1076,good for every day computing and web browsing,0
1077,while lacking some of the functions of the other versions this was very acceptable for the uses planned for this computer,2
1078,  also i have had alot of trouble with the keys sticking and will not type correctly,1
1079,excellent led monitor and well equipped,0
1080,  this process continued to repeat itself until the mother board had been replaced # times and the hard drive replaced # times,1
1081,without a doubt the design of this laptop is fantastic,0
1082,i couldnt believe how long the battery lasted on a single charge,0
1083,i could save ten essay papers and have hardly any memory left,1
1084,other than that i would recommend this to someone in need of a cheap laptop with semidecent gaming capabilities,0
1085,this is the first time that i tried and owning a netbook although i have used # different laptops in the past # years i find not much difference except of course for the screen size,2
1086,but the biggest pain is that tech support is not available #,1
1087,the backlit keys are wonderful when you are working in the dark,0
1088,i chose the ibookg# a laptop that is an attractive computer with a large screen big enough to please anyone,0
1089,the most recent being that my safari internet browser is freaking out on me but i have just been using firefox instead,2
1090,everything about the mac is not only visually appealing but very easy to use,0
1091,i know what # hrs of battery looks like,0
1092,i did not have to call the support line at all,2
1093,the laptop is outstanding in all aspects except that it has the windows # starter and not the full windows #,2
1094,the first problem is that the keyboard function is simply unsatisfactory,1
1095,the dvd drive randomly pops open when it is in my backpack as well which is annoying,1
1096,garageband is more for the musicians and the laptop is equipped with a good working microphone good enough for beginners and musicians at the intermediate level,0
1097,i dual boot with linux and that other securityprone os and it performs flawlessly,0
1098,the difference is the toshiba had a lot more memory and hard drive space,0
1099,there was a little difficulty doing the migration as the firewire cable system cant be used with the ibook,1
1100,seems like maybe a bad shipment from toshiba,1
1101,os x is solid with lots of innovations such as quicklook which save heaps of time,0
1102,but other than that i am blown away by all the features this laptop offers,0
1103,the keyboard is slick and quiet and not bulky like some other laptops i have had in the past,0
1104,overall this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from,0
1105,first the screen goes completely out,1
1106,im learning the finger options for the mousepad that allow for quicker browsing of web pages,0
1107,the photobooth is a great program it takes very good pictures with the builtin camera,0
1108,many kinds of software that is necessary to the working person is not available and cannot be downloaded,1
1109,i had to pay for the shipping,1
1110,it bluescreened on me without any warning running simply basic chrome,1
1111,i took # years researching brands and prices of laptops,2
1112,we researched and found the best price at macconnection,0
1113,but guess what  you have to buy an external dvd drive it doesnt have a built in type the notebook cant be used because it doesnt read anything for an external drive,1
1114,get this computer for portability and fast processing,0
1115,i use a cooling pad but it doesnt help,1
1116,supplied software the software that comes with this machine is greatly welcomed compared to what windows comes with,2
1117,im tired of the inept service,1
1118,garageband is easy to work with like all the other apple applications ive had experience with,0
1119,no tey dont even support their own bios and it could be a problem with the bios how can a company that makes a fairly decent product get away with such insanity,1
1120,because we did not purchase the extended warranty in time we are on the hook for the repair,1
1121,it started out by randomly ceasing to charge when it was plugged in mousing over the battery icon would read for example # plugged in not charging requiring me to unplug it and plug it back in several times to get it to charge,1
1122,this laptop looked brand new and was shipped very quickly,0
1123,info windows failed to load because the kernal is missing or corrupt,1
1124,the display on this computer is the best ive seen in a very long time the battery life is very long and very convienent,0
1125,but the quality in general was less than the worth of the cheap laptop,1
1126,in the first moth of owning this computer its hardrive failed which had to be replaced,1
1127,its also fun to use,0
1128,the graphics and screen are stunning and although i was a pc person i was able to understand how to use a mac fairly quickly,0
1129,with the upgraded memory the macbook pro never has an issue running many many applications at once,0
1130,simple to use and great graphics,0
1131,the internet speed is spectacular,0
1132,they claim call center is still down,1
1133,mac also has many apps and programs that are quite cheap or free,0
1134,my husband uses it mostly for games email and music,2
1135,i just took the broken cords into the apple store and they gave me new ones,0
1136,apparently under the screen there are # little screws and when the screen gets moved back and forth they come loose,2
1137,being a pc user my whole life its taking a bit of time to adapt to the os of a mac but im finding my way around,2
1138,the computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan,1
1139,i have in the past gotten superfine sandpaper and fixed the edges by rounding them off,1
1140,downfalls sharp edges,1
1141,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria,2
1142,the screen is gorgeous  yummy good,0
1143,did i mention everything about it from size to weight to keyboard screams bulk,1
1144,i had it four months when my disc drive refused to open,1
1145,so after apple replaced the hard drive i enjoyed another # months of my new computer until it froze this morningcompletely,2
1146,once again i was told it was the suspicious  power supply  problem,1
1147,the macbook starts fast doesnt crash has a fantastic display is small and light i have the # model and isnt always complaining about updates lost connections errors blue screens etc,0
1148,unable to boot up this brand new laptop,1
1149,in addition all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations,0
1150, i actually had the hard drive replaced twice the mother board once the dvd drive twice then they finally agreed to replace it all of this in less than # # years,1
1151,the guy then said that if i insist on having the hinge tightened they can do it for me but i have to accept the condition after the repair,2
1152,the port is secured to motherboard so when this  happens you cant see the plug at all its just gone,1
1153,i love the feel of the key board as well as the trackpad,0
1154,now i have the best of both worlds with all of the power and ease of the mac,0
1155,ease of use is just one of the benefits i love about my mac,0
1156,touchpad will take a bit of time to get used to,2
1157,now the machine wont connect and toshiba says that they did replace the connection card in may but they only warranty the repair for # days and now im out of warranty even though this has been a constant # month occurance since i bought the netbook,1
1158,but buy this model and just purchase #gb of ram #x#gb for # or #x#gb for # and save yourself # than the other model with #gb of ram,2
1159,if youre looking for something to fly through those massive spreadsheets or play a graphicsintensive game youd be better off getting a machine aimed at that segment of the market,2
1160,browsing also was no problem for me when i used itunes  which usually slows down my pc ,0
1161,again decent comp for the price and i was in need of one quickly as my other laptop died on me,0
1162,so in a brief summary i would have to say that i would not recommend dell vostro # to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop,1
1163,my friend just had to replace his entire motherboard so did my wife and it looks like i will have to as well,1
1164,  toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and youll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they dont have your history list of your calls right in front of them,1
1165,quality display  i was surprised with the performance and quality of this hp laptop,0
1166,the battery life also doesnt keep up with the claim but still i think macbook is much ahead from the rest of the pack,1
1167,the internet capabilities are also very strong and picks up signals very easily,0
1168,its fast has high definition quality in the videos,0
1169,speakers dont get that loud but good enough,2
1170,another great thing is the beast graphics,0
1171,the ease of set up was terrific,0
1172,everything i have tried has worked and i never have to carry the wall charger cause the battery is so awesome,0
1173,screen is crystal clear yes its small  but its a netbook,2
1174,the battery life is probably an hour at best,1
1175,this is a review of windows vista system,2
1176,cosmetically the only thing they changed was # of the function keys at the top,2
1177,but sadly the replacement frozeup while updating the bios again and shut down and would not turn back on,1
1178,  theres literally no way to make it sing with vista,1
1179,screen size is perfect for portable use in any environment,0
1180,first it does not have a push button to open the lid,1
1181,i used to build my own desktops from the component parts and recently my # year old pentium # with ht # gb ram sata desktop stopped working this was a rock star # years ago,2
1182,i now realize that my # would have been better spent on a windows laptop,0
1183, and printing from either word processor is an adventure,1
1184,after purchasing this thing i find out that i need a special interface device to connect my camera and that it cannot be purchased at the store  only on line,1
1185,another included program that is laughable is the chess game,1
1186,yes i thought the expese was a little much but i now realize you get what you pay for,1
1187,it works great for general internet use microsoft office apps home bookkeeping etc,0
1188,the price was very good and the product is top quality,0
1189,it played various games without problems and ran aero smoothly and flawlessly,2
1190,after replacing the hard drive the battery stopped working  # months of use which was frustrating,1
1191,  the screen almost looked like a barcode when it froze,1
1192,from the getgo the m# was unsteady in its operation,1
1193,its small enough where i can take it pretty much anywhere but still has a big enough screen to get everything done,0
1194,it even has a great webcam and skype works very well,0
1195,i love the solid machined aluminum frame and the keyboard is the best of any laptop ive used,0
1196,you can even run a parallels type program easily and run any leftover pc software that you absolutely cannot be without,0
1197,this computer i used daily nice compact design,0
1198,the ati graphics card is a huge plus definitely a good value if you need to be able to run some slightly older games that a intel builtin card would have trouble with such as halflife # or even world of warcraft,0
1199,it was hard to handle and operate at school,1
1200,it has easy to use features and all the speed and power i could ask for,0
1201,my power supply cord developed exposed wires within the first year of ownership so it was covered by the applecare warranty plan,2
1202,i preferred the fit and feel of the # inch,0
1203,power supply went bad after # weeks ,1
1204,the screen takes some getting use to because it is smaller than the laptop,1
1205,i regret buying it before understanding how awful it is to use,1
1206,the right speaker did not work,1
1207,  dealing with the support drone on the other end of the chat was sheer torture,1
1208,the final cut pro on this laptop is so fast and easy and i can use this to seemlessly transfer all my work to my home computer which is also a mac,0
1209,the computer runs extremely slowly whether opening word or my computer,1
1210,the mac snow leopard os is extremely easy to use although very different than win xp visa or win#,0
1211,startup in about # seconds shutdown in # seconds resume from sleep in # seconds,2
1212,the screen is nice and the images comes very clear the keyboard and the fit just feels right,0
1213,i have only had pcs with windows before so this takes a little getting use to,2
1214,super fast processor and really nice graphics card,0
1215,but sitting on a lap or on a desk in front of you it looks more than big enough this could be because im used to my lenovo # tablet now plus this is a great size if i want to unplug the external keyboard mouse and monitor to take it with me when i take photos and video,0
1216,the only objection i have is that after you buy it the windows # system is a starter and charges for the upgrade,1
1217,i dislike the weight and size cubersome,1
1218,the wheel that turns the volume up and down doesnt work in real time,1
1219,i cannot be happier with the service or product,0
1220,i do transcription work on the side and the flatline keyboard makes typing quick and easy as well,0
1221,speakers doesnt sound that great,1
1222,i love windows # but i cant give toshiba any credit for that unless yall get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time,1
1223,after numerous calls to applecare tech support i was directed to send in my computer,1
1224,the abuse is that i pushed the power plug in too hard,1
1225,the resolution on the screen is almost pure hd,0
1226,with all the programs that came with it such as ilife and iwork i was set from the very beginning,2
1227,not sure how i recommend it for quality gaming as i have a desktop rig for that reason,1
1228,great value fast delivery computer works as if brand new no problems very pleased,0
1229,the internet explorer was very slow from the very beginning,1
1230,the ac power port becomes loose over time,1
1231,as a user of a pc i will will admit that the macbook pro has a better running system in which i found myself getting the job done quicker,0
1232,there are no gold key numbers too intall programs you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time,1
1233,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself,2
1234,enjoy that toshib force and durability unparalleled,0
1235,which is great i am running vista business and scored a #x on the index i have never seen a windows machine have a total score in the #s,0
1236,i use the computer to basically check emails surf the web print coupons and for my college papers,2
1237,we love the size of the screen although it is still lightweight and very easy to tote around,0
1238,so the fact that the computer does not work on the # twenty fourth day is my fault,1
1239,i would definitely reccomend this if you are in the market for an easy to use stylish fun awesome computer,0
1240,  the battery is irreplaceable,1
1241,if you want a little more custom ability drop a few bucks and upgrade to one of the more robust versions of win # and grab a #gb stick of memory to spice it all up a bit more,0
1242,i have never really been big on downloading anything so i wasnt too worried about getting a virus plus i thought i was protected by norton,1
1243,the internet was locekd and froze every time it was trying to be used and the command prompt would not work at all,1
1244,its software and speed enable it to do amazing things,0
1245,could not keep up with me and finally the hard drive went out,1
1246,i am most impressed with the programming including the iphoto,0
1247,speakers too small to be of any real use,1
1248,i upgraded its ram to #gb i am very happy with it,0
1249,i purchased a toshiba satellite m# with harmankardon speakers in december of #,0
1250,they should have included more memory on their computers if they knew vista would run slowly,1
1251,battery life could be better but overall for the price and toshibas reputation for laptops its great,2
1252,the battery never held a charge longer than one hour and within two months stopped holding a charge for more than ten minutes,1
1253,  after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace,1
1254,the windows # starter is in my opinion a great way to think about using your netbook basics basics basics,0
1255,the neat and organized icon list is a welcome change from cluttered and confusing desktop icons,2
1256,i purchased this netbook after my original toshiba laptop crashed right after the warranty expired,1
1257,apparently wellbuilt and gorgeous to look at the i# macbook pro is a winning combination of price and performance,0
1258,the apple care has never failed me and i expect it to be the same for this computer as well,0
1259,the toshiba laptop i am using is easier to use than most i have tried,0
1260,so i called compaq and after being on the phone for # hours i finally got a replacement which i shouldnt have had a problem getting since it was under warranty,2
1261,so we exchanged it for the same on and after # hours it didnt work,1
1262,i love the size keyboard the functions,0
1263,the mouse is way way way to sensitve,1
1264,the os is still as fast as the day that the laptop was purchased and continues to run flawlessly,0
1265,also i issued a replacement rma for a few dead pixels in the upper zone of the screen which is noticable to me,1
1266,after way too many times sending the thing in for repairs delivery service was slow and without the laptop i had no access to the internet and thus no way of tracking it to find out when i might hope to see my computer again it finally kicked the bucket after just over # years,1
1267,my friend reports the notebook is astonishing in performance picture quality and ease of use,0
1268,the i# processor doesnt seem to run hot and the fan rarely turns on,0
1269,  the battery never held a charge longer than one hour and within two months stopped holding a charge for more than ten minutes,1
1270,  another three weeks later i had my laptop back with a new mousepad keys and casing,2
1271,see when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it,2
1272,the only thing i dont understand is that the resolution of the screen isnt high enough for some pages such as yahoomail,1
1273,the only thing i wish this had was the option to turn off the touchpad with a button like my big # laptop does,1
1274,very convenient when you travel and the battery life is excellent,0
1275,  the machine is slow to boot up and occasionally crashes completely,1
1276,this is great if you have several lectures back to back and dont have a chance to charge during one of the lectures,0
1277,i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff,2
1278,the screen brightness automatically adjusts,2
1279,i especially like the backlit keyboard,0
1280,besides the great look it is a great machine,0
1281,my laptop cost approximately # and died after only #years #months and #days of use,1
1282,the sound is a bit quiet if youre on a plane this can easily be overcome with a decent pair of head phones,1
1283,the sata controller is the motherboard chip that lets the cpu talk to the hard drive,2
1284,the buttons you have to press a little harder than most,1
1285,the battery life was supposed to be # hours but even if i ran off the battery with the high effeciency setting the battery would only last me on average about # to # hours,1
1286,right size and weight for portability,0
1287,the battery life also doesnt keep up with the claim but still i think macbook is much ahead from the rest of the pack,1
1288,  it was loaded with windows vista home premiumdelivered with only #gb of ram and it was a dog,1
1289,the reflectiveness of the display is only a minor inconvenience if you work in a controlledlighting environment like me i prefer it dark or if you can crank up the brightness,1
1290,my one complaint with this laptop is that ive noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in,1
1291,while it was highly rated would i like it i tried the keyboard at the store and it seemed ok,2
1292,treat yourself to a more expensive longlasting laptop of quality like a sony apple or toshiba,0
1293,i have had to call with a few questions or issues and they have helped me for free even without the warranty,2
1294,was searching online for a power supply when i found this site,2
1295,but to be honest i dont use my computer for anything like graphics editing and complex data analysis and gaming,2
1296,  i would  rather spend my money on a computer that costs more then a toshiba that  isnt good at all,1
1297,no problem with the ordering or shipping by the way,0
1298,and the ram the thing that makes it faster comes sporting # gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before,0
1299,the one thing i wish it had was a detailed hardcopy manuel,1
1300,i edit and burn to dvd a lot of video so i obviously could not live with a nonfunctioning drive,1
1301,fast great visual,0
1302,its priced very reasonable and works very well right out of the box,0
1303,you will need them if you want to reload the os i recommend doing if you can to start fresh and optimal,2
1304,while the keyboard itself is alright the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons,1
1305,there are so many wonderful features and benefits to the new macbook,0
1306,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds,0
1307,the only thing i can say is that the touch pad doesnt work like it should all the time,1
1308,however i love this particular mac because its very fast great size and has fantastic features like the lighted keyboard and easy mouse pad,0
1309,battery life needs more life,1
1310,for some odd reasons the computer doesnt reconize the operation system,1
1311,the trackpad was easy to learn and navigate,0
1312,applications open in seconds and there are no lags hiccups or awkward moments when you wonder whether your computer is out for tea,0
1313,i respond that i do not have the old computer and this way i would lose the data on my hard drive,1
1314,again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about # days fighting on the phone with agents and it seemed as though none of them spoke english,1
1315,even though the computer is larger they did not make the keyboard larger,1
1316,we paid for the three year warranty and the extended warranty after that one ended as well,2
1317,its not just slow on the internet its slow in general,1
1318,it has just enough ram to run smoothly and enough memory to satisfy my needs,0
1319,i acually believe the issue is with the nvidia grafics card but still requires a return,1
1320,my husband got me this for chrismas after getting me a very expensve laptop that did not work after # days,1
1321,the resolution is even higher then any other laptop on the market,0
1322,then just the other day my left mouse button snapped,1
1323,it is very easy to type on and feels great  besides the added feature that the keyboard is lighted,0
1324,laptop is advertised as a # but the casing looks like that of a #,1
1325,the feel of this machine compared to the old macbook is far superior,0
1326,in due course ill remove the hard disc from this new macbook pro and dump it where it belongs  in the trash,1
1327,they break down just as often as pcs do and the only reason they dont get viruses is because no one makes viruses for them theyre not better in any way they are worse try finding virus protection programs for a mac they dont exist,1
1328,but with a way bigger screen and is able to connect to an hdmi,0
1329,the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side,1
1330,the overall build quality of the unit is excellent and shed recommend it to anyone else looking for a netbook,0
1331,i guess he was the technical person,2
1332,a seventy dollar mouse,2
1333,the repairs were made quickly though i must say however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me,1
1334,when i first got it i thought the size of it was a joke,1
1335,it is fast and i have not had a problem with internet connection or any other problems,0
1336,im really impressed with the quality and performance for the price of the computer,0
1337,but when i received my replacement i made both recovery dvds # and a driverapplication dvd,2
1338,in addition there is photo detection software that will allow you to group all the photos together based upon the people in the picture,0
1339,the speakers are terrible and are probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better,1
1340,so then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back but of course you are taking a chance of them testing it out to see what has happened and they tell you that it was not on their side  then you are stuck paying for the repair the price of a new one,1
1341,it is so simple to use i use it more than my desktop,0
1342,i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen,1
1343,i have had no problems with it unlike some hardware defects on past models,1
1344,either way the keyboard is unsatisfactory,1
1345,well i have to say since i bought my mac i wont ever go back to any windows,1
1346,i took it in to the apple store and guess what they fixed it no cost out of pocket,1
1347,the quality engineering design and warranty are superiorcovers damage from dropping the laptop,0
1348,the applications are also very easy to find and maneuver much easier than any other computer i have ever owned,0
1349,the large screen gives you the option to comfortably watch movies or tv shows on your computer instead of buying an additional tv for your dorm room,0
1350,great laptop for school easy to use for beginners in the household,0
1351,# laptop still did not work blue screen within a week,1
1352,the only thing that isnt perfect about this netbook is the speakers they are not loud at all but i expected that,1
